Journal number,Voucher,Date,Year closed,Ledger account,Account name,Description,Currency,Amount in transaction currency,Amount,Amount in reporting currency,Posting type,Posting layer,Created by,Created date and time
GJT-046053,FA_000014489,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001192,USD,158.06,158.06,158.06,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046053,FA_000014489,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001192,USD,-158.06,-158.06,-158.06,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046052,FA_000014488,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001191,USD,95.5,95.5,95.5,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046052,FA_000014488,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001191,USD,-95.5,-95.5,-95.5,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046051,FA_000014487,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001190,USD,29.17,29.17,29.17,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046051,FA_000014487,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001190,USD,-29.17,-29.17,-29.17,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046050,FA_000014486,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001189,USD,87.26,87.26,87.26,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046050,FA_000014486,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001189,USD,-87.26,-87.26,-87.26,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046049,FA_000014485,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001188,USD,418.53,418.53,418.53,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046049,FA_000014485,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001188,USD,-418.53,-418.53,-418.53,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046048,FA_000014484,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001187,USD,156.54,156.54,156.54,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046048,FA_000014484,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001187,USD,-156.54,-156.54,-156.54,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046047,FA_000014483,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001186,USD,809.1,809.1,809.1,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046047,FA_000014483,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001186,USD,-809.1,-809.1,-809.1,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046046,FA_000014482,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001185,USD,1611.39,1611.39,1611.39,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046046,FA_000014482,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001185,USD,-1611.39,-1611.39,-1611.39,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046045,FA_000014481,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001184,USD,81.34,81.34,81.34,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046045,FA_000014481,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001184,USD,-81.34,-81.34,-81.34,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046044,FA_000014480,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001183,USD,81.34,81.34,81.34,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046044,FA_000014480,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001183,USD,-81.34,-81.34,-81.34,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046043,FA_000014479,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001182,USD,4769.12,4769.12,4769.12,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046043,FA_000014479,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001182,USD,-4769.12,-4769.12,-4769.12,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046042,FA_000014478,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001181,USD,4876.43,4876.43,4876.43,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046042,FA_000014478,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001181,USD,-4876.43,-4876.43,-4876.43,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046041,FA_000014477,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001180,USD,421.62,421.62,421.62,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046041,FA_000014477,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001180,USD,-421.62,-421.62,-421.62,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046040,FA_000014476,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001179,USD,1136.33,1136.33,1136.33,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046040,FA_000014476,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001179,USD,-1136.33,-1136.33,-1136.33,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046039,FA_000014475,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001178,USD,2374.76,2374.76,2374.76,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046039,FA_000014475,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001178,USD,-2374.76,-2374.76,-2374.76,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046038,FA_000014474,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001177,USD,426.62,426.62,426.62,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046038,FA_000014474,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001177,USD,-426.62,-426.62,-426.62,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046037,FA_000014473,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001176,USD,270.0,270.0,270.0,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046037,FA_000014473,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001176,USD,-270.0,-270.0,-270.0,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046036,FA_000014472,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001175,USD,25.74,25.74,25.74,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046036,FA_000014472,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001175,USD,-25.74,-25.74,-25.74,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046035,FA_000014471,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001174,USD,12.5,12.5,12.5,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046035,FA_000014471,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001174,USD,-12.5,-12.5,-12.5,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046034,FA_000014470,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001173,USD,140.61,140.61,140.61,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046034,FA_000014470,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001173,USD,-140.61,-140.61,-140.61,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046033,FA_000014469,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001172,USD,611.78,611.78,611.78,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046033,FA_000014469,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001172,USD,-611.78,-611.78,-611.78,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046032,FA_000014468,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001171,USD,7.73,7.73,7.73,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046032,FA_000014468,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001171,USD,-7.73,-7.73,-7.73,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046031,FA_000014467,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001170,USD,103.7,103.7,103.7,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046031,FA_000014467,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001170,USD,-103.7,-103.7,-103.7,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046030,FA_000014466,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001169,USD,82.46,82.46,82.46,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046030,FA_000014466,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001169,USD,-82.46,-82.46,-82.46,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046029,FA_000014465,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001168,USD,13.98,13.98,13.98,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046029,FA_000014465,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001168,USD,-13.98,-13.98,-13.98,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046028,FA_000014464,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001167,USD,189.49,189.49,189.49,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046028,FA_000014464,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001167,USD,-189.49,-189.49,-189.49,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046027,FA_000014463,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001166,USD,106.7,106.7,106.7,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046027,FA_000014463,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001166,USD,-106.7,-106.7,-106.7,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046026,FA_000014462,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001165,USD,38.77,38.77,38.77,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046026,FA_000014462,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001165,USD,-38.77,-38.77,-38.77,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046025,FA_000014461,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001164,USD,77.29,77.29,77.29,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046025,FA_000014461,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001164,USD,-77.29,-77.29,-77.29,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046024,FA_000014460,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001163,USD,190.59,190.59,190.59,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046024,FA_000014460,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001163,USD,-190.59,-190.59,-190.59,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046023,FA_000014459,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001162,USD,63.53,63.53,63.53,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046023,FA_000014459,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001162,USD,-63.53,-63.53,-63.53,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046022,FA_000014458,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001161,USD,15.78,15.78,15.78,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046022,FA_000014458,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001161,USD,-15.78,-15.78,-15.78,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046021,FA_000014457,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001160,USD,84.75,84.75,84.75,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046021,FA_000014457,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001160,USD,-84.75,-84.75,-84.75,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046020,FA_000014456,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001159,USD,49.19,49.19,49.19,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046020,FA_000014456,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001159,USD,-49.19,-49.19,-49.19,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046019,FA_000014455,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001158,USD,997.91,997.91,997.91,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046019,FA_000014455,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001158,USD,-997.91,-997.91,-997.91,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046018,FA_000014454,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001157,USD,1.72,1.72,1.72,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046018,FA_000014454,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001157,USD,-1.72,-1.72,-1.72,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046017,FA_000014453,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001156,USD,1.77,1.77,1.77,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046017,FA_000014453,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001156,USD,-1.77,-1.77,-1.77,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046016,FA_000014452,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001155,USD,1101.93,1101.93,1101.93,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046016,FA_000014452,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001155,USD,-1101.93,-1101.93,-1101.93,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046015,FA_000014451,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001154,USD,12.88,12.88,12.88,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046015,FA_000014451,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001154,USD,-12.88,-12.88,-12.88,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046014,FA_000014450,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001153,USD,0.45,0.45,0.45,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046014,FA_000014450,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001153,USD,-0.45,-0.45,-0.45,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046013,FA_000014449,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001152,USD,2.44,2.44,2.44,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046013,FA_000014449,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001152,USD,-2.44,-2.44,-2.44,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046012,FA_000014448,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001151,USD,3.31,3.31,3.31,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046012,FA_000014448,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001151,USD,-3.31,-3.31,-3.31,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046011,FA_000014447,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001150,USD,5.69,5.69,5.69,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046011,FA_000014447,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001150,USD,-5.69,-5.69,-5.69,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046010,FA_000014446,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001149,USD,530.3,530.3,530.3,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046010,FA_000014446,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001149,USD,-530.3,-530.3,-530.3,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046009,FA_000014445,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001148,USD,15.64,15.64,15.64,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046009,FA_000014445,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001148,USD,-15.64,-15.64,-15.64,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046008,FA_000014444,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001147,USD,21.99,21.99,21.99,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046008,FA_000014444,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001147,USD,-21.99,-21.99,-21.99,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046007,FA_000014443,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001146,USD,24.43,24.43,24.43,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046007,FA_000014443,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001146,USD,-24.43,-24.43,-24.43,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046006,FA_000014442,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001145,USD,9.85,9.85,9.85,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046006,FA_000014442,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001145,USD,-9.85,-9.85,-9.85,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046005,FA_000014441,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001144,USD,7.95,7.95,7.95,Ledger journal,Current,ahooda,2020-07-22 10:06:27
GJT-046005,FA_000014441,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001144,USD,-7.95,-7.95,-7.95,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:27
GJT-046004,FA_000014440,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001143,USD,2.16,2.16,2.16,Ledger journal,Current,ahooda,2020-07-22 10:06:26
GJT-046004,FA_000014440,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001143,USD,-2.16,-2.16,-2.16,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:26
GJT-046003,FA_000014439,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001142,USD,6.17,6.17,6.17,Ledger journal,Current,ahooda,2020-07-22 10:06:26
GJT-046003,FA_000014439,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001142,USD,-6.17,-6.17,-6.17,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:26
GJT-046002,FA_000014438,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001141,USD,82.7,82.7,82.7,Ledger journal,Current,ahooda,2020-07-22 10:06:26
GJT-046002,FA_000014438,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001141,USD,-82.7,-82.7,-82.7,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:26
GJT-046001,FA_000014437,2020-07-31 00:00:00,No,532100,Depreciation,7/31/2020 LHI-CLFL001140,USD,58.24,58.24,58.24,Ledger journal,Current,ahooda,2020-07-22 10:06:26
GJT-046001,FA_000014437,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001140,USD,-58.24,-58.24,-58.24,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:26
GJT-046000,FA_000014436,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001139,USD,1472.77,1472.77,1472.77,Ledger journal,Current,ahooda,2020-07-22 10:06:26
GJT-046000,FA_000014436,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001139,USD,-1472.77,-1472.77,-1472.77,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:26
GJT-045999,FA_000014435,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001138,USD,184.2,184.2,184.2,Ledger journal,Current,ahooda,2020-07-22 10:06:26
GJT-045999,FA_000014435,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001138,USD,-184.2,-184.2,-184.2,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:26
GJT-045998,FA_000014434,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001137,USD,3.39,3.39,3.39,Ledger journal,Current,ahooda,2020-07-22 10:06:26
GJT-045998,FA_000014434,2020-07-31 00:00:00,No,164000,Accumulated Depreciation - Leasehold Improvements,7/31/2020 LHI-CLFL001137,USD,-3.39,-3.39,-3.39,"Fixed assets, credit",Current,ahooda,2020-07-22 10:06:26
GJT-045997,FA_000014433,2020-07-31 00:00:00,No,850000,Depreciation,7/31/2020 LHI-CLFL001136,USD,541.07,541.07,541.07,Ledger journal,Current,ahooda,2020-07-22 10:06:26
